CustomerID,Recency,Frequency,Monetary,Frequency_log,Monetary_log,Cluster,Segment
12417,3,20,6797.41,3.044522437723423,8.824444040293804,0,Champions
12418,113,4,2021.2,1.6094379124341003,7.6119413066572985,2,Loyal Customers
12419,386,2,503.01,1.0986122886681098,6.222596109144375,3,Potential Loyalists
12420,64,1,600.39,0.6931471805599453,6.3992436425478765,1,At Risk
12421,16,6,1098.6,1.9459101490553132,7.00270175629109,2,Loyal Customers
12422,96,17,5231.8,2.8903717578961645,8.562701786647002,0,Champions
12423,1,10,2622.39,2.3978952727983707,7.872222653526559,2,Loyal Customers
12424,163,4,3340.03,1.6094379124341003,8.114034421663943,2,Loyal Customers
12425,78,2,1741.41,1.0986122886681098,7.4630244913725114,2,Loyal Customers
12426,195,2,1345.21,1.0986122886681098,7.205048515865767,3,Potential Loyalists
12427,22,3,825.8,1.3862943611198906,6.717562827807613,1,At Risk
12428,26,9,7956.46,2.302585092994046,8.981865132439246,0,Champions
12429,9,8,6204.41,2.1972245773362196,8.733176771201169,2,Loyal Customers
12430,43,1,256.4,0.6931471805599453,5.5506312951620265,1,At Risk
12431,36,27,10432.22,3.332204510175204,9.252750225181329,0,Champions
12432,43,5,5059.32,1.791759469228055,8.529185001388596,2,Loyal Customers
12433,1,10,16794.14,2.3978952727983707,9.72884483782588,0,Champions
12434,85,3,1103.43,1.3862943611198906,7.007084643758051,2,Loyal Customers
12435,80,6,13925.93,1.9459101490553132,9.541579654832375,0,Champions
12436,100,1,509.01,0.6931471805599453,6.234430333369278,1,At Risk
12437,2,39,12683.4,3.6888794541139363,9.44812817095412,0,Champions
12438,14,2,2906.85,1.0986122886681098,7.9751692554798295,2,Loyal Customers
12439,683,2,1142.88,1.0986122886681098,7.042181271332972,3,Potential Loyalists
12440,462,2,859.2,1.0986122886681098,6.757164920349636,3,Potential Loyalists
12441,367,1,173.55,0.6931471805599453,5.162211233551045,4,Needs Attention
12442,3,1,172.06,0.6931471805599453,5.153638355178593,1,At Risk
12443,732,1,485.31,0.6931471805599453,6.186846280636522,4,Needs Attention
12444,21,5,5005.46,1.791759469228055,8.518484357502437,2,Loyal Customers
12445,22,2,434.98,1.0986122886681098,6.077596370737269,1,At Risk
12446,58,1,1002.3100000000001,0.6931471805599453,6.9110598129904375,1,At Risk
12447,243,1,476.49,0.6931471805599453,6.168543217293113,1,At Risk
12448,44,1,449.45,0.6931471805599453,6.110247083097449,1,At Risk
12449,22,6,4835.89,1.9459101490553132,8.484027231195778,2,Loyal Customers
12450,156,5,688.2,1.791759469228055,6.5355315046537745,2,Loyal Customers
12451,11,8,12669.88,2.1972245773362196,9.447061726309741,0,Champions
12452,17,2,430.57,1.0986122886681098,6.067429722163682,1,At Risk
12453,134,1,707.09,0.6931471805599453,6.562571204258897,1,At Risk
12454,56,5,16679.78,1.791759469228055,9.72201243740933,0,Champions
12455,73,10,5879.95,2.3978952727983707,8.679473592468364,0,Champions
12456,44,3,3181.04,1.3862943611198906,8.065277779528966,2,Loyal Customers
12457,66,8,2995.91,2.1972245773362196,8.005337036835723,2,Loyal Customers
12458,71,4,1777.49,1.6094379124341003,7.483519968656931,2,Loyal Customers
12459,605,1,454.36,0.6931471805599453,6.121088314901487,4,Needs Attention
12460,456,1,326.65,0.6931471805599453,5.791945965485506,4,Needs Attention
12461,94,2,826.88,1.0986122886681098,6.718868216346018,1,At Risk
12462,19,2,1189.59,1.0986122886681098,7.082204261557526,1,At Risk
12463,53,4,1344.78,1.6094379124341003,7.204729049594601,2,Loyal Customers
12464,10,8,1212.05,2.1972245773362196,7.100893128209941,2,Loyal Customers
12465,17,2,742.1899999999999,1.0986122886681098,6.610951732080795,1,At Risk
12466,682,1,56.73,0.6931471805599453,4.055776969072842,4,Needs Attention
12467,423,1,132.8,0.6931471805599453,4.896346147694128,4,Needs Attention
12468,188,5,3670.74,1.791759469228055,8.208420943133293,2,Loyal Customers
12469,523,2,3070.54,1.0986122886681098,8.029934343472139,3,Potential Loyalists
12470,690,1,211.95,0.6931471805599453,5.3610573963692225,4,Needs Attention
12471,2,79,39918.19,4.382026634673881,10.59461243963838,0,Champions
12472,32,19,16249.289999999999,2.995732273553991,9.69586603375249,0,Champions
12473,29,5,3928.0499999999997,1.791759469228055,8.276152945361936,2,Loyal Customers
12474,17,31,12372.75,3.4657359027997265,9.423332572234017,0,Champions
12475,54,2,1149.64,1.0986122886681098,7.048073588295634,1,At Risk
12476,16,23,14083.91,3.1780538303479458,9.5528592905137,0,Champions
12477,23,9,20276.37,2.302585092994046,9.917260764877222,0,Champions
12478,4,1,680.99,0.6931471805599453,6.525014994979364,1,At Risk
12479,11,1,527.2,0.6931471805599453,6.269474999863032,1,At Risk
12480,28,7,5464.85,2.0794415416798357,8.606274923740443,2,Loyal Customers
12481,23,15,12185.51,2.772588722239781,9.408084881237475,0,Champions
12482,576,29,23380.36,3.4011973816621555,10.059694402709821,0,Champions
12483,17,19,5097.18,2.995732273553991,8.536638892276656,0,Champions
12484,33,12,6354.1,2.5649493574615367,8.757012919140978,0,Champions
12485,529,1,708.1,0.6931471805599453,6.563996560309951,4,Needs Attention
12486,432,1,1037.28,0.6931471805599453,6.945320776868279,3,Potential Loyalists
12487,731,1,285.29999999999995,0.6931471805599453,5.657040212104069,4,Needs Attention
12488,10,3,1298.66,1.3862943611198906,7.169857970780942,2,Loyal Customers
12489,336,1,334.93,0.6931471805599453,5.816902804925467,4,Needs Attention
12490,5,21,9823.64,3.091042453358316,9.192648794844782,0,Champions
12491,39,1,460.40000000000003,0.6931471805599453,6.134265345739653,1,At Risk
12492,63,3,715.21,1.3862943611198906,6.573973420047142,1,At Risk
12493,166,2,433.74,1.0986122886681098,6.0747481512447195,1,At Risk
12494,16,9,1815.27,2.302585092994046,7.504540226523796,2,Loyal Customers
12495,641,1,357.4,0.6931471805599453,5.881649681100775,4,Needs Attention
12496,620,2,45.34,1.0986122886681098,3.8360055190042304,4,Needs Attention
12497,82,3,6248.5,1.3862943611198906,8.740256739530276,2,Loyal Customers
12498,21,3,403.70000000000005,1.3862943611198906,6.00314605188182,1,At Risk
12499,560,1,393.72,0.6931471805599453,5.9781766527810465,4,Needs Attention
12500,23,19,5955.21,2.995732273553991,8.692189651745124,0,Champions
12501,337,1,2169.39,0.6931471805599453,7.682662153888476,3,Potential Loyalists
12502,96,5,3723.87,1.791759469228055,8.222787230875806,2,Loyal Customers
12503,584,1,1126.0,0.6931471805599453,7.027314514039777,3,Potential Loyalists
12504,18,4,779.05,1.6094379124341003,6.659358020193259,2,Loyal Customers
12505,409,1,955.2,0.6931471805599453,6.862967096192003,3,Potential Loyalists
12506,233,1,73.5,0.6931471805599453,4.310799125385514,1,At Risk
12507,134,4,1844.06,1.6094379124341003,7.520267076271057,2,Loyal Customers
12508,26,2,397.88,1.0986122886681098,5.988660619775247,1,At Risk
12509,284,1,176.5,0.6931471805599453,5.178970608915471,1,At Risk
12510,143,9,5178.02,2.302585092994046,8.552371128165808,2,Loyal Customers
12511,429,1,3084.02,0.6931471805599453,8.034313419300645,3,Potential Loyalists
12512,66,2,132.18,1.0986122886681098,4.891701596682476,1,At Risk
12513,113,1,612.29,0.6931471805599453,6.418837907265026,1,At Risk
12514,267,2,1597.76,1.0986122886681098,7.3769836077601205,3,Potential Loyalists
12515,353,1,383.7,0.6931471805599453,5.95246380975825,4,Needs Attention
12516,78,4,2648.62,1.6094379124341003,7.882171512471631,2,Loyal Customers
12517,28,5,2481.6,1.791759469228055,7.817061677081847,2,Loyal Customers
12518,1,5,2056.89,1.791759469228055,7.629436465014086,2,Loyal Customers
12519,64,2,716.54,1.0986122886681098,6.575828695208771,1,At Risk
12520,79,5,2634.26,1.791759469228055,7.876737127834484,2,Loyal Customers
12521,143,1,599.68,0.6931471805599453,6.39806234681208,1,At Risk
12522,39,2,192.72,1.0986122886681098,5.266413817535028,1,At Risk
12523,19,23,4352.35,3.1780538303479458,8.378700942638904,0,Champions
12524,9,17,11126.11,2.8903717578961645,9.317139751972052,0,Champions
12525,498,3,973.73,1.3862943611198906,6.882160509570649,3,Potential Loyalists
12526,1,3,1316.66,1.3862943611198906,7.183612715167257,2,Loyal Customers
12527,82,5,735.51,1.791759469228055,6.601922813543027,2,Loyal Customers
12528,9,6,1933.48,1.9459101490553132,7.567593835498341,2,Loyal Customers
12529,528,1,316.48,0.6931471805599453,5.760414824222675,4,Needs Attention
12530,60,9,3759.26,2.302585092994046,8.232243382929433,2,Loyal Customers
12531,15,2,1933.2,1.0986122886681098,7.567449083282863,2,Loyal Customers
12532,30,1,349.83000000000004,0.6931471805599453,5.860301775655642,1,At Risk
12533,628,2,1367.89,1.0986122886681098,7.221755471439273,3,Potential Loyalists
12534,131,1,1089.18,0.6931471805599453,6.9940980992041535,1,At Risk
12535,92,2,716.35,1.0986122886681098,6.575563866544399,1,At Risk
12536,43,3,12601.830000000002,1.3862943611198906,9.441676670894656,2,Loyal Customers
12537,409,1,732.94,0.6931471805599453,6.598427281404094,3,Potential Loyalists
12538,29,2,640.45,1.0986122886681098,6.463731238695349,1,At Risk
12539,22,7,11214.75,2.0794415416798357,9.325074319439649,0,Champions
12540,20,33,22254.49,3.5263605246161616,10.010343998731724,0,Champions
12541,30,3,981.18,1.3862943611198906,6.889774590946187,2,Loyal Customers
12542,484,2,481.88,1.0986122886681098,6.179768175579484,3,Potential Loyalists
12543,448,1,980.25,0.6931471805599453,6.888827269096618,3,Potential Loyalists
12544,36,1,372.7,0.6931471805599453,5.923453336491439,1,At Risk
12545,75,2,1000.39,1.0986122886681098,6.9091443138264115,1,At Risk
12546,47,2,1161.5,1.0986122886681098,7.058328137461511,1,At Risk
12547,198,3,383.58,1.3862943611198906,5.952151829722441,1,At Risk
12548,166,1,95.19999999999999,0.6931471805599453,4.566429357671661,1,At Risk
12549,576,6,1575.68,1.9459101490553132,7.363076649441731,3,Potential Loyalists
12550,79,1,964.83,0.6931471805599453,6.872987835288763,1,At Risk
12551,358,1,168.0,0.6931471805599453,5.1298987149230735,4,Needs Attention
12552,39,2,437.82,1.0986122886681098,6.084089306213804,1,At Risk
12553,8,12,4608.75,2.5649493574615367,8.435928904585275,0,Champions
12554,449,1,468.5,0.6931471805599453,6.1516682986483175,4,Needs Attention
12555,682,1,129.23,0.6931471805599453,4.869302117979612,4,Needs Attention
12556,50,2,599.56,1.0986122886681098,6.397862553264747,1,At Risk
12557,16,8,18096.14,2.1972245773362196,9.803509193719131,0,Champions
12558,8,1,269.96,0.6931471805599453,5.601971208509516,1,At Risk
12559,311,2,561.71,1.0986122886681098,6.33276439774036,3,Potential Loyalists
12560,5,3,2134.01,1.3862943611198906,7.666226609492505,2,Loyal Customers
12561,303,1,238.85,0.6931471805599453,5.480013727948073,4,Needs Attention
12562,8,9,4966.92,2.302585092994046,8.510756520424078,2,Loyal Customers
12563,409,1,249.24,0.6931471805599453,5.522420457356946,4,Needs Attention
12564,261,1,456.9,0.6931471805599453,6.12665081966305,1,At Risk
12565,289,1,145.92,0.6931471805599453,4.989888220951467,4,Needs Attention
12566,86,1,351.65,0.6931471805599453,5.865476063654188,1,At Risk
12567,23,15,11767.48,2.772588722239781,9.37318005002864,0,Champions
12568,645,1,70.0,0.6931471805599453,4.2626798770413155,4,Needs Attention
12569,2,32,4124.69,3.4965075614664802,8.324988557507531,0,Champions
12570,682,1,77.52,0.6931471805599453,4.3633533694082605,4,Needs Attention
12571,40,2,519.61,1.0986122886681098,6.255001200981438,1,At Risk
12572,9,2,1020.42,1.0986122886681098,6.928949094989139,1,At Risk
12573,227,5,717.41,1.791759469228055,6.577040436712936,3,Potential Loyalists
12574,316,1,218.45,0.6931471805599453,5.391124416134243,4,Needs Attention
12575,457,2,622.8199999999999,1.0986122886681098,6.435861865217934,3,Potential Loyalists
12576,36,8,2142.72,2.1972245773362196,7.670297916647234,2,Loyal Customers
12577,35,8,1617.1,2.1972245773362196,7.389007900405763,2,Loyal Customers
12578,21,4,4642.45,1.6094379124341003,8.443212903418239,2,Loyal Customers
12579,78,1,440.42,0.6931471805599453,6.0899968031722285,1,At Risk
12580,247,2,1052.9,1.0986122886681098,6.960252847939891,3,Potential Loyalists
12581,40,1,197.71,0.6931471805599453,5.291846475417725,1,At Risk
12582,239,4,1980.4,1.6094379124341003,7.59155894453893,2,Loyal Customers
12583,3,27,13591.58,3.332204510175204,9.517279334601431,0,Champions
12584,4,9,2338.15,2.302585092994046,7.757542894498013,2,Loyal Customers
12585,234,2,2040.1,1.0986122886681098,7.621244157199997,3,Potential Loyalists
12586,17,4,2062.67,1.6094379124341003,7.632241230097758,2,Loyal Customers
12587,8,1,144.0,0.6931471805599453,4.976733742420574,1,At Risk
12588,39,4,958.78,1.6094379124341003,6.866704091532522,2,Loyal Customers
12589,29,8,4695.66,2.1972245773362196,8.454606896777193,2,Loyal Customers
12590,211,2,9848.66,1.0986122886681098,9.195192215803885,2,Loyal Customers
12591,317,3,1338.95,1.3862943611198906,7.200387578815958,3,Potential Loyalists
12592,92,5,2582.66,1.791759469228055,7.856962277297855,2,Loyal Customers
12593,109,3,418.09999999999997,1.3862943611198906,6.038109554931026,1,At Risk
12594,38,15,5090.110000000001,2.772588722239781,8.535251160425936,0,Champions
12595,505,1,299.02,0.6931471805599453,5.703849139100744,4,Needs Attention
12596,51,2,618.27,1.0986122886681098,6.428541364981557,1,At Risk
12597,19,4,3811.22,1.6094379124341003,8.245966975595675,2,Loyal Customers
12598,10,11,4534.09,2.4849066497880004,8.419600207997298,0,Champions
12599,29,13,2296.72,2.6390573296152584,7.739672605902305,2,Loyal Customers
12600,29,21,4967.42,3.091042453358316,8.510857161102722,0,Champions
12601,190,6,681.26,1.9459101490553132,6.525410816864686,2,Loyal Customers
12602,59,1,153.12,0.6931471805599453,5.037731519757957,1,At Risk
12603,22,1,739.1999999999999,0.6931471805599453,6.606920419952056,1,At Risk
12604,79,2,254.18,1.0986122886681098,5.541969178493598,1,At Risk
12605,376,4,1232.95,1.6094379124341003,7.117975685005857,3,Potential Loyalists
12606,682,1,21.0,0.6931471805599453,3.091042453358316,4,Needs Attention
12607,60,1,1579.51,0.6931471805599453,7.3655028587473295,1,At Risk
12608,405,1,415.79,0.6931471805599453,6.03258249782888,4,Needs Attention
12609,78,9,3435.86,2.302585092994046,8.14231354282266,2,Loyal Customers
12610,23,5,2099.54,1.791759469228055,7.6499497335130995,2,Loyal Customers
12611,52,1,1193.32,0.6931471805599453,7.085332264745334,1,At Risk
12612,74,1,704.0400000000001,0.6931471805599453,6.558254538791405,1,At Risk
12613,57,10,6817.37,2.3978952727983707,8.827375719339203,0,Champions
12614,278,1,315.6,0.6931471805599453,5.757639147446912,1,At Risk
12615,2,8,5740.98,2.1972245773362196,8.655559377568013,2,Loyal Customers
12616,95,3,1131.1,1.3862943611198906,7.031829594084064,2,Loyal Customers
12617,29,1,352.98,0.6931471805599453,5.869240414362608,1,At Risk
12618,22,1,177.31,0.6931471805599453,5.183523608545955,1,At Risk
12619,16,10,3781.38,2.3978952727983707,8.238108720109691,2,Loyal Customers
12620,15,3,1339.41,1.3862943611198906,7.20073081629489,2,Loyal Customers
12621,2,35,24295.6,3.58351893845611,10.098091701843773,0,Champions
12622,232,1,180.1,0.6931471805599453,5.199049364889368,1,At Risk
12623,276,7,3747.84,2.0794415416798357,8.229201737777698,2,Loyal Customers
12624,106,2,641.13,1.0986122886681098,6.464790775403018,1,At Risk
12625,212,4,5164.88,1.6094379124341003,8.549830744582277,2,Loyal Customers
12626,23,9,6620.48,2.302585092994046,8.798074188898816,0,Champions
12627,11,7,4478.53,2.0794415416798357,8.407273409191232,2,Loyal Customers
12628,4,3,786.46,1.3862943611198906,6.668812575758953,1,At Risk
12629,386,2,1558.22,1.0986122886681098,7.3519409752019005,3,Potential Loyalists
12630,10,2,1270.88,1.0986122886681098,7.1482513998271635,1,At Risk
12631,57,6,3481.57,1.9459101490553132,8.155525805954461,2,Loyal Customers
12632,521,2,804.88,1.0986122886681098,6.691934848047708,3,Potential Loyalists
12633,59,7,5678.16,2.0794415416798357,8.644558613454844,2,Loyal Customers
12634,536,2,490.0,1.0986122886681098,6.19644412779452,4,Needs Attention
12635,90,4,2930.41,1.6094379124341003,7.983238814926674,2,Loyal Customers
12636,739,1,141.0,0.6931471805599453,4.955827057601261,4,Needs Attention
12637,67,12,8283.81,2.5649493574615367,9.02217899658623,0,Champions
12638,33,2,921.49,1.0986122886681098,6.827076535747527,1,At Risk
12639,239,3,1312.37,1.3862943611198906,7.180351632015873,3,Potential Loyalists
12640,24,3,1174.58,1.3862943611198906,7.06951692181073,2,Loyal Customers
12641,115,1,185.9,0.6931471805599453,5.230573714461517,1,At Risk
12642,25,3,1013.26,1.3862943611198906,6.9219145615400475,2,Loyal Customers
12643,128,12,8304.82,2.5649493574615367,9.024711752874731,0,Champions
12644,130,4,1918.49,1.6094379124341003,7.559814804737258,2,Loyal Customers
12645,34,8,3539.3,2.1972245773362196,8.171966748299813,2,Loyal Customers
12646,5,2,1346.97,1.0986122886681098,7.206355036031724,1,At Risk
12647,22,36,16955.55,3.6109179126442243,9.738409468841958,0,Champions
12648,155,4,1112.0,1.6094379124341003,7.014814351275545,2,Loyal Customers
12649,107,8,2294.65,2.1972245773362196,7.738771306795058,2,Loyal Customers
12650,3,1,314.44,0.6931471805599453,5.753968489569372,1,At Risk
12651,335,4,377.75,1.6094379124341003,5.9368763568235785,3,Potential Loyalists
12652,331,2,1017.03,1.0986122886681098,6.925624666224383,3,Potential Loyalists
12653,149,3,4160.83,1.3862943611198906,8.333710160372133,2,Loyal Customers
12654,11,5,601.98,1.791759469228055,6.401884028681278,2,Loyal Customers
12655,424,1,261.35,0.6931471805599453,5.569679490132721,4,Needs Attention
12656,17,8,6407.83,2.1972245773362196,8.765432005953489,2,Loyal Customers
12657,11,4,1643.18,1.6094379124341003,7.4049970586737315,2,Loyal Customers
12658,19,1,686.05,0.6931471805599453,6.532407069777784,1,At Risk
12659,30,1,91.68,0.6931471805599453,4.529152699564175,1,At Risk
12660,11,1,245.1,0.6931471805599453,5.50573795739701,1,At Risk
12661,436,1,162.0,0.6931471805599453,5.093750200806762,4,Needs Attention
12662,1,20,6726.54,3.044522437723423,8.81396482832846,0,Champions
12663,625,2,239.4,1.0986122886681098,5.4823042026610525,4,Needs Attention
12664,8,11,6070.04,2.4849066497880004,8.711285203809107,0,Champions
12665,325,3,313.6,1.3862943611198906,5.751301990624177,3,Potential Loyalists
12666,394,1,1248.42,0.6931471805599453,7.130434722615036,3,Potential Loyalists
12667,58,1,620.13,0.6931471805599453,6.431540399799522,1,At Risk
12668,12,10,11383.03,2.3978952727983707,9.339966775043798,0,Champions
12669,151,3,2744.0299999999997,1.3862943611198906,7.917547282845659,2,Loyal Customers
12670,10,7,3760.29,2.0794415416798357,8.232517262650086,2,Loyal Customers
12671,606,1,2622.481,0.6931471805599453,7.872257340866884,3,Potential Loyalists
12672,330,2,437.05,1.0986122886681098,6.082333059112373,3,Potential Loyalists
12673,5,3,1230.02,1.3862943611198906,7.115598373006169,2,Loyal Customers
12674,39,4,1970.6,1.6094379124341003,7.586600674831223,2,Loyal Customers
12675,554,2,957.25,1.0986122886681098,6.865108704260664,3,Potential Loyalists
12676,25,11,2843.09,2.4849066497880004,7.952998435992042,2,Loyal Customers
12677,555,2,395.1,1.0986122886681098,5.981666704627871,4,Needs Attention
12678,42,21,33679.74,3.091042453358316,10.42468143961133,0,Champions
12679,59,4,1113.02,1.6094379124341003,7.015730373647435,2,Loyal Customers
12680,1,4,880.81,1.6094379124341003,6.781976613299544,2,Loyal Customers
12681,15,45,29834.76,3.828641396489095,10.303462953068978,0,Champions
12682,4,52,22950.22,3.970291913552122,10.041126373117194,0,Champions
12683,4,21,11633.7,3.091042453358316,9.361747291132378,0,Champions
12684,8,7,2283.63,2.0794415416798357,7.733959364615189,2,Loyal Customers
12685,28,6,2863.08,1.9459101490553132,7.960002460651312,2,Loyal Customers
12686,372,1,89.14,0.6931471805599453,4.501364017262502,4,Needs Attention
12687,481,2,2138.91,1.0986122886681098,7.668519051056749,3,Potential Loyalists
12688,114,1,4873.8099999999995,0.6931471805599453,8.491836408313453,2,Loyal Customers
12689,26,2,1247.61,1.0986122886681098,7.1297862115656185,1,At Risk
12690,206,1,389.01,0.6931471805599453,5.966172379820607,1,At Risk
12691,28,7,1170.4,2.0794415416798357,7.065954893655682,2,Loyal Customers
12692,637,1,110.95,0.6931471805599453,4.718052343044764,4,Needs Attention
12693,127,7,1703.02,2.0794415416798357,7.4407454444095835,2,Loyal Customers
12694,70,3,1843.35,1.3862943611198906,7.519882190878127,2,Loyal Customers
12695,7,7,1407.1200000000001,2.0794415416798357,7.2500107603590775,2,Loyal Customers
12696,435,2,851.91,1.0986122886681098,6.748654031960281,3,Potential Loyalists
12697,29,3,957.59,1.3862943611198906,6.865463454791294,2,Loyal Customers
12698,590,1,339.75,0.6931471805599453,5.831149070576642,4,Needs Attention
12699,418,1,638.11,0.6931471805599453,6.460076583537422,3,Potential Loyalists
12700,8,4,4939.99,1.6094379124341003,8.505320994961897,2,Loyal Customers
12701,80,6,2446.41,1.9459101490553132,7.802785601512003,2,Loyal Customers
12702,20,1,219.0,0.6931471805599453,5.393627546352362,1,At Risk
12703,71,4,1006.53,1.6094379124341003,6.915257070052459,2,Loyal Customers
12704,7,8,2340.84,2.1972245773362196,7.758692224146705,2,Loyal Customers
12705,15,14,11762.1,2.70805020110221,9.372722792156985,0,Champions
12707,292,1,603.42,0.6931471805599453,6.404269320519532,3,Potential Loyalists
12708,30,18,5117.66,2.9444389791664403,8.540647965029224,0,Champions
12709,15,34,30291.76,3.5553480614894135,10.31866401905143,0,Champions
12710,97,3,1149.02,1.3862943611198906,7.047534612510416,2,Loyal Customers
12711,612,2,1339.05,1.0986122886681098,7.200462205681664,3,Potential Loyalists
12712,29,21,6723.03,3.091042453358316,8.813442956148535,0,Champions
12713,1,1,848.55,0.6931471805599453,6.744706797531768,1,At Risk
12714,9,12,14093.71,2.5649493574615367,9.553554828664682,0,Champions
12715,106,1,343.36,0.6931471805599453,5.841687621789754,1,At Risk
12716,4,2,1053.49,1.0986122886681098,6.960812516706486,1,At Risk
12717,151,3,1308.91,1.3862943611198906,7.17771371154501,2,Loyal Customers
12718,71,1,238.25,0.6931471805599453,5.477509030333064,1,At Risk
