CustomerID,Recency,Tenure,Frequency,Monetary,AvgBasket,DistinctProducts,DistinctCountries,Churned
12401,212,212,1,84.3,16.86,5,1,1
12402,232,580,6,1256.9,17.955714285714286,43,1,1
12403,431,431,1,591.6600000000001,147.91500000000002,4,1,0
12404,591,591,1,63.24,63.24,1,1,1
12405,58,58,1,1710.39,31.67388888888889,54,1,1
12406,93,606,4,4596.31,41.784636363636366,81,1,0
12407,43,173,4,1407.3600000000001,21.990000000000002,50,1,0
12408,8,407,7,3586.27,26.369632352941178,90,1,0
12409,92,474,5,18553.7,84.72009132420092,165,1,0
12410,218,411,3,1013.71,25.342750000000002,36,1,1
12411,319,319,1,346.9,15.768181818181818,22,1,1
12412,47,448,5,2260.79,20.367477477477475,74,1,0
12413,145,311,3,805.25,19.640243902439025,37,2,0
12414,126,373,6,952.41,34.01464285714285,21,1,1
12415,8,437,22,121145.0,149.19334975369458,438,1,0
12416,566,566,1,202.56,18.414545454545454,11,1,1
12417,16,643,18,5964.83,18.353323076923076,252,2,0
12418,22,539,4,2021.2,19.815686274509805,90,1,1
12419,295,323,2,503.01,20.1204,23,1,1
12421,24,414,5,920.12,16.430714285714284,38,1,0
12422,5,631,17,5231.8,30.417441860465118,137,2,1
12423,10,375,9,2413.75,16.30912162162162,119,2,0
12424,72,457,4,3340.03,36.30467391304348,78,1,1
12425,357,357,1,964.21,17.53109090909091,55,1,0
12426,104,572,2,1345.21,17.470259740259742,73,1,1
12427,281,281,1,303.5,30.35,10,1,0
12428,29,193,8,7548.12,27.054193548387097,252,1,0
12429,82,455,7,5298.89,42.054682539682545,107,2,0
12431,28,603,23,8819.34,25.939235294117648,220,2,0
12432,79,81,3,4016.66,52.85078947368421,75,1,0
12433,0,386,6,9813.5,26.739782016348773,227,1,0
12434,169,290,2,583.54,16.209444444444443,34,1,0
12435,177,646,5,10075.03,106.05294736842106,81,1,0
12436,9,9,1,509.01,31.813125,16,1,1
12437,7,646,32,10543.4,22.625321888412017,230,1,0
12438,49,49,1,890.0699999999999,18.16469387755102,49,1,0
12439,592,635,2,1142.88,16.096901408450705,69,1,1
12440,371,627,2,859.2,26.85,21,1,1
12441,276,276,1,173.55,15.77727272727273,11,1,1
12443,641,641,1,485.31,23.11,21,1,1
12444,31,80,2,2627.27,25.021619047619048,96,1,0
12445,330,330,1,301.58000000000004,15.079000000000002,20,1,0
12447,152,152,1,476.49,18.326538461538462,26,1,1
12449,1,348,5,3493.18,24.599859154929575,93,2,0
12450,65,383,5,688.2,18.6,31,1,1
12451,127,438,5,8942.18,25.403920454545457,259,1,0
12453,43,43,1,707.09,16.443953488372095,43,1,1
12454,305,330,4,13151.44,526.0576,9,1,0
12455,37,631,9,5589.45,26.87235576923077,181,2,0
12456,40,164,2,2265.4,26.34186046511628,77,1,0
12457,143,344,4,1699.93,36.16872340425532,37,1,0
12458,194,397,3,1272.01,19.569384615384614,58,1,0
12459,514,514,1,454.36,19.754782608695653,23,1,1
12460,365,365,1,326.65,18.147222222222222,18,1,1
12461,3,64,2,826.88,23.62514285714286,35,1,1
12462,212,212,1,762.11,19.05275,40,1,0
12463,84,151,3,985.79,16.16049180327869,51,1,0
12464,15,218,6,780.55,37.16904761904762,6,1,0
12465,78,78,1,440.94,16.959230769230768,26,1,0
12466,591,591,1,56.73,56.73,1,1,1
12467,332,332,1,132.8,14.755555555555556,9,1,1
12468,97,592,5,3670.74,24.4716,127,1,1
12469,432,446,2,3070.54,40.40184210526316,76,1,1
12470,599,599,1,211.95,9.215217391304348,23,1,1
12471,16,642,68,31210.54,33.27349680170576,213,1,0
12472,48,635,17,14604.78,19.44711051930759,367,1,0
12473,24,101,2,1175.75,18.37109375,60,1,0
12474,8,576,26,9410.72,17.656135084427767,285,1,0
12475,319,319,1,426.26,17.0504,25,1,0
12476,50,411,18,10459.16,26.27929648241206,292,1,0
12477,10,532,6,15890.66,34.32107991360691,276,1,0
12480,52,416,6,4328.17,21.426584158415842,146,1,0
12481,89,516,13,10690.95,33.40921875,213,1,0
12482,485,563,29,23380.36,114.60960784313725,42,1,1
12483,8,586,17,4236.26,36.51948275862069,60,1,0
12484,10,590,10,5485.43,13.44468137254902,296,1,0
12485,438,438,1,708.1,20.826470588235296,34,1,1
12486,341,341,1,1037.28,21.168979591836734,49,1,1
12487,640,640,1,285.29999999999995,142.64999999999998,2,1,1
12489,245,245,1,334.93,22.328666666666667,15,1,1
12490,2,647,17,7958.3,20.83324607329843,171,1,0
12492,14,312,2,578.39,18.65774193548387,30,1,0
12493,75,106,2,433.74,19.715454545454545,20,1,1
12494,71,485,7,1438.03,17.536951219512193,62,1,0
12495,550,550,1,357.4,21.023529411764706,17,1,1
12496,529,529,2,45.34,4.534000000000001,10,1,1
12497,310,554,2,5205.400000000001,121.05581395348838,30,1,0
12499,469,469,1,393.72,14.582222222222223,27,1,1
12500,16,582,14,3471.23,29.668632478632478,75,1,0
12501,246,246,1,2169.39,14.559664429530201,149,1,1
12502,5,219,5,3723.87,25.332448979591835,102,1,1
12503,493,493,1,1126.0,563.0,2,1,1
12504,326,506,2,297.0,27.0,8,1,0
12505,318,318,1,955.2,22.742857142857144,42,1,1
12506,142,142,1,73.5,3.1956521739130435,23,1,1
12507,43,494,4,1844.06,37.633877551020404,46,1,1
12509,193,193,1,176.5,25.214285714285715,7,1,1
12510,52,644,9,5178.02,35.71048275862069,94,1,1
12511,338,338,1,3084.02,16.231684210526314,190,1,1
12513,22,22,1,612.29,17.494,35,1,1
12514,176,551,2,1597.76,19.02095238095238,76,1,1
12515,262,262,1,383.7,23.98125,16,1,1
12516,90,508,3,1919.76,31.471475409836067,42,1,0
12517,35,99,2,1521.45,8.359615384615385,173,1,0
12518,19,19,1,324.83,18.04611111111111,18,1,0
12519,386,386,1,385.7,17.53181818181818,22,1,0
12520,51,183,4,2045.85,16.90785123966942,104,1,0
12521,52,52,1,599.68,15.781052631578946,38,1,1
12523,17,641,19,3580.33,17.380242718446603,144,1,0
12524,71,578,15,9762.869999999999,46.05127358490566,138,1,0
12525,407,556,3,973.73,16.228833333333334,56,1,1
12526,3,3,1,520.3,17.941379310344825,29,1,0
12527,204,438,4,671.72,23.162758620689655,24,1,0
12528,24,222,4,1287.37,19.805692307692308,46,1,0
12529,437,437,1,316.48,15.07047619047619,21,1,1
12530,33,551,8,3318.63,24.04804347826087,85,1,0
12531,595,595,1,1807.98,16.43618181818182,110,1,0
12533,537,648,2,1367.89,18.998472222222222,63,1,1
12534,40,40,1,1089.18,17.28857142857143,63,1,1
12535,1,96,2,716.35,21.069117647058825,28,1,1
12537,318,318,1,732.94,17.04511627906977,43,1,1
12538,287,287,1,276.5,21.26923076923077,13,1,0
12539,171,625,6,10164.09,22.047917570498917,247,1,0
12540,1,641,27,18101.11,29.480635179153097,301,1,0
12541,82,190,2,536.14,19.14785714285714,27,1,0
12542,393,549,2,481.88,12.355897435897436,39,1,1
12543,357,357,1,980.25,22.796511627906977,43,1,1
12545,169,169,1,628.15,18.474999999999998,34,1,0
12547,107,409,3,383.58,18.265714285714285,13,1,1
12548,75,75,1,95.19999999999999,19.04,5,1,1
12549,485,607,6,1575.68,32.15673469387755,38,1,1
12551,267,267,1,168.0,16.8,10,1,1
12553,19,332,9,3336.06,18.33,96,1,0
12554,358,358,1,468.5,18.01923076923077,26,1,1
12555,591,591,1,129.23,129.23,1,1,1
12556,60,60,1,308.75,4.75,60,1,0
12557,67,632,7,15106.14,308.2885714285714,15,1,0
12559,220,229,2,561.71,26.74809523809524,21,1,1
12560,21,52,2,1436.31,18.653376623376623,77,1,0
12561,212,212,1,238.85,14.928125,16,1,1
12562,36,344,5,2790.41,23.84965811965812,68,1,0
12563,318,318,1,249.24,19.172307692307694,13,1,1
12564,170,170,1,456.9,21.757142857142856,21,1,1
12565,198,198,1,145.92,16.21333333333333,9,1,1
12567,5,576,14,10216.18,21.507747368421054,315,1,0
12568,554,554,1,70.0,14.0,5,1,1
12569,1,161,15,2167.68,23.56173913043478,48,1,0
12570,591,591,1,77.52,77.52,1,1,1
12571,31,31,1,248.35,17.739285714285714,14,1,0
12573,136,374,5,717.41,6.028655462184874,107,1,1
12574,225,225,1,218.45,19.85909090909091,11,1,1
12575,366,436,2,622.8199999999999,16.389999999999997,34,1,1
12576,5,435,7,1763.44,15.202068965517242,97,1,0
12577,268,645,6,1186.3899999999999,5.417305936073059,195,1,0
12578,239,353,3,3456.6,27.0046875,109,1,0
12580,156,486,2,1052.9,18.153448275862072,52,1,1
12582,148,487,4,1980.4,19.22718446601942,88,1,1
12583,16,643,21,10542.41,30.557710144927537,117,1,0
12584,36,189,4,782.59,23.017352941176473,27,1,0
12585,143,260,2,2040.1,23.44942528735632,77,1,1
12586,284,632,3,1865.73,22.47867469879518,76,1,0
12588,308,507,3,743.88,20.663333333333334,27,1,0
12589,54,599,7,4180.48,26.970838709677416,107,1,0
12590,120,120,2,9848.66,144.83323529411766,68,1,1
12591,226,318,3,1338.95,19.69044117647059,63,1,1
12592,1,428,5,2582.66,31.88469135802469,42,1,1
12593,18,128,3,418.09999999999997,19.909523809523808,14,1,1
12594,30,555,13,4281.79,24.607988505747127,78,1,0
12595,414,414,1,299.02,15.737894736842104,19,1,1
12596,151,151,1,269.95,17.996666666666666,15,1,0
12597,92,177,2,1428.81,18.318076923076923,72,1,0
12598,71,558,7,3095.39,22.594087591240875,102,1,0
12599,36,487,12,2121.18,17.825042016806723,42,1,0
12600,22,641,19,4304.9400000000005,37.43426086956522,48,1,0
12601,99,314,6,681.26,20.03705882352941,24,1,1
12604,171,171,1,178.5,17.85,10,1,0
12605,285,367,4,1232.95,16.223026315789475,63,1,1
12606,591,591,1,21.0,21.0,1,1,1
12608,314,314,1,415.79,25.986875,16,1,1
12609,95,628,8,3109.7400000000002,19.681898734177217,117,1,0
12610,15,35,2,1256.25,17.447916666666668,68,1,0
12613,107,634,9,4935.51,19.98182186234818,173,1,0
12614,187,187,1,315.6,15.780000000000001,20,1,1
12615,77,540,5,4084.53,20.839438775510207,167,1,0
12616,4,298,3,1131.1,20.946296296296296,32,1,1
12619,25,469,6,2227.6,45.46122448979592,33,1,0
12620,114,114,1,561.66,17.02,33,1,0
12621,9,578,30,20800.97,32.75743307086614,297,1,0
12622,141,141,1,180.1,16.37272727272727,11,1,1
12623,185,606,7,3747.84,21.663815028901734,112,1,1
12624,15,87,2,641.13,16.87184210526316,36,1,1
12625,121,506,4,5164.88,28.22338797814208,144,1,1
12626,22,236,6,4774.0,23.174757281553397,170,1,0
12627,5,49,5,2727.83,19.346312056737588,112,1,0
12629,295,332,2,1558.22,34.62711111111111,40,1,1
12631,365,602,5,2841.07,18.69125,105,1,0
12632,430,474,2,804.88,22.99657142857143,32,1,1
12633,39,435,6,5462.93,18.772955326460483,213,1,0
12634,445,457,2,490.0,24.5,20,1,1
12635,64,366,3,1924.87,16.312457627118643,106,1,0
12636,648,648,1,141.0,141.0,1,1,1
12637,1,452,11,7939.8099999999995,14.622117863720073,273,1,0
12638,549,549,1,249.8,27.755555555555556,9,1,0
12639,148,537,3,1312.37,20.50578125,58,1,1
12641,24,24,1,185.9,18.59,10,1,1
12642,17,17,1,366.45,15.268749999999999,24,1,0
12643,37,520,12,8304.82,162.83960784313726,14,1,1
12644,39,603,4,1918.49,17.283693693693692,106,1,1
12645,19,578,7,3074.98,21.06150684931507,106,1,0
12647,35,604,33,16119.44,33.16757201646091,229,1,0
12648,64,610,4,1112.0,17.107692307692307,38,1,1
12649,16,605,8,2294.65,19.446186440677966,94,1,1
12651,244,374,4,377.75,12.591666666666667,30,1,1
12652,240,343,2,1017.03,19.941764705882353,51,2,1
12653,58,436,3,4160.83,48.38174418604651,76,1,1
12654,107,204,3,337.75,15.352272727272727,19,1,0
12655,333,333,1,261.35,16.334375,16,1,1
12656,25,472,6,5177.33,27.249105263157894,140,1,0
12661,345,345,1,162.0,14.727272727272727,11,1,1
12662,16,527,16,5530.42,17.39125786163522,135,1,0
12663,534,577,2,239.4,23.94,9,1,1
12664,53,636,5,3145.64,120.98615384615384,10,1,0
12665,234,578,3,313.6,18.447058823529414,13,1,1
12666,303,303,1,1248.42,40.27161290322581,31,1,1
12668,168,586,9,10500.35,21.08504016064257,258,1,0
12669,60,166,3,2744.0299999999997,27.168613861386135,98,1,1
12670,8,576,5,2398.71,29.613703703703703,54,1,0
12671,515,515,1,2622.481,58.27735555555556,45,1,1
12672,239,505,2,437.05,19.865909090909092,22,1,1
12673,236,311,2,840.4,15.28,52,1,0
12674,1,117,3,1402.0,23.76271186440678,42,1,0
12675,463,487,2,957.25,8.546875,111,1,1
12676,33,392,9,2509.75,27.279891304347824,58,1,0
12677,464,575,2,395.1,18.814285714285717,13,1,1
12678,10,610,18,24934.98,82.02296052631579,186,1,0
12679,115,193,2,906.38,20.599545454545453,43,1,0
12680,22,22,1,311.78,15.588999999999999,20,1,0
12681,61,635,38,25913.8,20.566507936507936,424,1,0
12682,10,648,41,18890.32,23.036975609756098,281,1,0
12683,2,635,18,9779.32,23.678740920096853,224,1,0
12684,80,122,4,1379.48,23.784137931034483,37,1,0
12685,2,3,2,1606.42,17.84911111111111,83,1,0
12686,281,281,1,89.14,12.734285714285715,7,1,1
12687,390,390,2,2138.91,16.97547619047619,126,1,1
12688,23,23,1,4873.8099999999995,28.501812865497072,171,1,1
12689,37,37,1,511.03,15.030294117647058,34,1,0
12690,115,115,1,389.01,24.313125,16,1,1
12691,54,330,5,690.9,24.675,20,1,0
12692,546,546,1,110.95,8.534615384615385,13,1,1
12693,36,431,7,1703.02,21.557215189873418,63,1,1
12694,92,330,2,1413.18,21.411818181818184,62,1,0
12695,16,574,5,1158.92,22.723921568627453,41,1,0
12696,344,418,2,851.91,17.38591836734694,43,1,1
12697,40,78,2,733.91,25.307241379310344,27,1,0
12698,499,499,1,339.75,21.234375,16,1,1
12699,327,327,1,638.11,15.563658536585367,41,1,1
12700,65,124,2,2149.05,17.61516393442623,110,1,0
12701,151,542,5,1985.78,17.267652173913042,92,1,0
12703,542,594,3,722.98,13.641132075471699,44,1,0
12704,15,79,3,1100.92,22.0184,40,1,0
12705,67,443,9,9056.33,19.227876857749468,283,1,0
12707,201,201,1,603.42,18.285454545454545,33,1,1
12708,11,631,15,4436.52,17.195813953488372,115,1,0
12709,5,639,30,27786.03,65.84367298578199,189,1,0
12710,6,110,3,1149.02,14.922337662337663,75,1,1
12711,521,586,2,1339.05,22.3175,56,1,1
12712,16,640,19,6239.9800000000005,26.32902953586498,123,1,0
12714,16,645,11,12774.55,20.341640127388533,402,1,0
12715,15,15,1,343.36,17.168,20,1,1
12716,42,42,1,677.9,15.064444444444444,45,1,0
12717,60,499,3,1308.91,18.435352112676057,60,1,1
12720,3,416,22,5695.39,15.68977961432507,230,1,0
12721,92,381,6,3055.86,16.977,146,1,0
12722,24,60,3,929.65,18.593,48,1,0
12724,82,444,5,1566.47,16.664574468085107,72,1,0
12725,280,493,4,2266.76,21.384528301886796,92,1,1
12726,94,533,9,2872.82,23.54770491803279,52,1,0
12727,4,564,9,5036.53,27.98072222222222,114,1,0
12728,166,293,4,851.15,17.732291666666665,39,1,0
12729,23,23,1,453.01,17.423461538461538,26,1,1
12730,431,431,1,829.25,17.643617021276597,47,1,1
12731,53,557,13,18204.05,61.087416107382545,114,1,0
12732,89,89,1,236.26000000000002,19.688333333333336,12,1,1
12733,143,598,4,2424.87,15.445031847133757,117,1,1
12734,262,301,3,639.65,33.66578947368421,17,1,1
12735,224,246,2,779.5699999999999,18.12953488372093,38,1,1
12736,242,242,1,234.0,58.5,4,1,1
12737,408,408,2,3710.5,1855.25,2,1,1
12738,281,281,1,155.35,14.122727272727273,11,1,1
12739,8,303,3,2689.23,30.559431818181817,85,1,0
12741,438,442,2,406.07,25.379375,16,1,1
12742,535,535,1,1201.52,17.933134328358207,67,1,1
12743,43,43,2,540.13,4.123129770992366,114,1,1
12744,54,500,9,18249.74,59.835213114754104,232,1,0
12745,396,591,3,925.41,40.235217391304346,21,2,1
12746,450,450,1,254.55,14.973529411764707,17,1,1
12747,19,641,23,7471.87,34.59199074074074,79,1,0
12748,0,644,259,34359.66,8.279436144578314,1835,1,0
12749,40,430,7,5561.71,20.830374531835208,219,1,0
12750,38,38,1,275.88,18.392,15,1,1
12751,354,354,1,268.27,4.326935483870967,61,1,1
12753,45,272,5,16620.91,100.12596385542169,114,1,0
12754,145,218,3,3010.74,47.78952380952381,49,1,1
12755,190,603,11,2910.66,46.20095238095238,34,1,1
12757,52,120,7,5281.08,43.287540983606554,89,1,0
12758,26,647,7,9903.24,31.639744408945685,187,1,1
12759,81,645,7,4571.82,16.746593406593405,188,1,0
12760,365,365,1,347.8,16.561904761904763,21,1,1
12761,367,374,2,782.95,28.99814814814815,27,1,1
12763,47,278,2,494.08,27.448888888888888,16,1,1
12764,226,226,1,1693.88,37.64177777777778,45,1,1
12765,381,551,6,1404.58,20.65558823529412,49,1,1
12766,58,317,7,6881.55,21.572257053291537,217,1,0
12767,285,285,1,949.82,22.088837209302326,43,1,1
12768,360,360,1,168.69000000000003,16.869000000000003,10,1,1
12769,148,148,1,1143.6,35.7375,32,1,1
12770,120,366,2,3246.45,115.94464285714285,19,1,1
12771,395,395,1,282.3,18.82,15,1,1
12773,473,473,1,124.25,20.708333333333332,6,1,1
12774,445,445,1,98.7,16.45,6,1,1
12775,99,318,6,1464.76,21.862089552238807,45,1,0
12776,577,577,1,55.5,13.875,4,1,1
12777,367,367,1,519.45,19.978846153846156,26,1,1
12778,92,512,7,1445.51,15.215894736842106,66,1,0
12779,99,646,13,5492.16,24.518571428571427,123,1,0
12780,508,508,1,337.4,16.869999999999997,20,1,1
12781,194,194,1,549.26,36.617333333333335,15,1,0
12782,59,428,10,4365.99,20.497605633802817,135,1,0
12784,438,438,1,1230.33,17.087916666666665,72,1,0
12785,273,640,3,1100.4,19.650000000000002,42,1,1
12786,519,519,1,728.5,40.47222222222222,18,1,1
12787,1,322,3,743.18,18.5795,28,1,0
12788,372,437,4,444.9,17.111538461538462,20,1,1
12789,422,603,2,181.5,45.375,2,1,0
12790,101,319,2,591.85,15.995945945945946,36,1,1
12791,283,533,6,863.51,30.839642857142856,17,1,1
12792,166,444,2,827.01,17.59595744680851,39,1,1
12793,244,310,3,885.53,20.125681818181818,34,1,1
12794,8,8,1,317.0,15.85,20,1,0
12796,537,537,1,381.0,54.42857142857143,7,1,1
12797,275,333,2,552.08,18.40266666666667,27,1,1
12798,80,331,2,3140.93,101.32032258064515,27,1,0
12799,438,438,1,219.35,14.623333333333333,15,1,1
12800,379,586,3,584.25,17.183823529411764,31,1,1
12801,410,410,1,1071.82,21.4364,50,1,1
12802,96,473,7,2416.42,17.510289855072465,108,1,1
12803,302,302,1,1092.81,19.869272727272726,55,1,1
12804,375,409,2,325.37,4.929848484848485,60,1,1
12805,291,584,4,1434.95,24.74051724137931,44,1,1
12806,344,498,4,2878.96,42.96955223880597,58,1,1
12807,292,292,1,330.35,20.646875,16,1,1
12808,94,372,4,574.4,16.41142857142857,35,1,0
12809,87,556,3,1755.94,21.67827160493827,75,1,1
12810,444,586,2,534.99,16.7184375,32,1,1
12811,170,337,5,1033.9,18.462500000000002,47,1,1
12813,411,602,3,1687.8,37.50666666666667,37,1,1
12814,11,11,1,125.92,62.96,2,1,1
12815,57,107,2,1063.46,22.6268085106383,38,1,1
12816,5,85,2,572.2,19.731034482758623,27,1,1
12817,190,344,3,690.98,27.639200000000002,16,1,1
12818,171,171,1,1542.08,110.14857142857143,14,1,1
12819,367,367,1,540.52,28.448421052631577,19,1,1
12820,236,643,8,1917.64,17.276036036036036,91,1,0
12821,123,520,2,220.8,16.984615384615385,13,1,1
12823,36,588,17,5966.0,350.94117647058823,1,1,0
12825,430,551,2,518.63,21.609583333333333,20,1,1
12826,88,631,9,2144.65,17.57909836065574,86,1,0
12828,8,39,3,415.51,16.6204,23,1,0
12829,246,459,3,385.3,20.278947368421054,17,1,1
12830,0,81,5,6258.8,173.85555555555555,13,1,0
12831,171,372,3,451.11,20.505,16,1,1
12832,7,7,1,267.8,14.877777777777778,18,1,0
12833,54,54,1,417.38,17.390833333333333,24,1,1
12834,192,192,1,312.38,17.354444444444443,18,1,1
12835,337,646,41,5996.83,9.750943089430894,138,1,1
12836,46,647,14,6061.9,16.745580110497237,252,1,0
12837,82,478,2,662.66,7.530227272727273,83,1,1
12838,283,502,9,2694.75,9.134745762711864,177,1,0
12839,1,642,21,7175.09,17.002582938388628,139,1,0
12840,53,583,7,4041.97,22.965738636363636,109,1,1
12841,16,428,32,5796.53,11.083231357552581,253,1,0
12842,218,647,3,1109.73,39.63321428571429,27,1,0
12843,69,636,29,6573.41,30.153256880733945,129,1,0
12844,39,503,3,497.52,6.297721518987341,68,1,0
12845,176,199,4,354.09,13.114444444444443,26,1,1
12846,591,591,1,15.58,15.58,1,1,1
12847,297,297,1,765.36,21.867428571428572,34,1,0
12848,585,585,1,208.0,13.0,16,1,1
12849,178,500,5,2701.0299999999997,20.777153846153844,110,1,0
12850,355,355,1,330.0,165.0,2,1,1
12851,6,386,2,280.76,3.6462337662337663,71,1,1
12852,204,204,1,311.55,18.326470588235296,17,1,1
12853,44,582,11,3907.5,26.402027027027028,111,1,1
12854,150,637,6,2465.09,10.811798245614035,166,1,0
12855,282,311,4,612.84,9.146865671641791,65,1,1
12857,120,592,6,3688.0,30.479338842975206,71,1,1
12858,292,292,1,147.27,3.9802702702702706,36,1,1
12859,368,368,1,575.1,27.385714285714286,21,1,1
12860,602,602,1,54.22,3.38875,16,1,1
12861,529,529,1,68.25,17.0625,4,1,1
12862,335,404,2,984.62,7.51618320610687,119,1,1
12863,288,498,5,2271.35,52.82209302325581,23,1,0
12864,47,417,2,299.57,42.79571428571428,5,1,1
12865,33,386,3,2736.62,17.320379746835442,131,1,0
12866,192,412,3,1227.35,19.48174603174603,58,1,1
12867,5,632,12,6835.88,7.226088794926004,338,1,0
12868,95,302,8,2043.76,15.251940298507463,86,1,1
12869,591,591,1,337.66999999999996,9.126216216216216,35,1,1
12870,284,533,3,1676.95,18.031720430107526,85,1,1
12871,116,349,2,495.38,45.03454545454545,9,1,0
12872,236,645,12,3283.96,8.33492385786802,217,1,1
12873,191,591,3,2027.3,57.92285714285714,33,1,1
12874,294,463,2,948.42,19.75875,44,1,1
12875,52,607,5,1063.23,132.90375,2,1,1
12876,105,499,3,2590.2000000000003,21.76638655462185,92,1,0
12877,34,600,17,2465.6,12.775129533678756,93,1,0
12878,145,175,2,854.99,18.191276595744682,38,1,1
12879,1,1,1,140.5,35.125,4,1,0
12880,291,484,2,640.13,17.781388888888888,32,1,1
12881,185,185,1,298.0,42.57142857142857,7,1,1
12885,33,33,1,645.35,16.547435897435896,39,1,0
12886,129,129,1,775.0,16.48936170212766,47,1,0
12887,293,293,1,222.4,17.107692307692307,13,1,1
12888,123,164,2,354.12,70.824,4,1,1
12889,290,411,4,385.46000000000004,15.418400000000002,25,1,1
12890,296,296,1,329.3,5.880357142857143,56,1,0
12891,95,568,11,824.1800000000001,74.92545454545456,2,1,1
12892,306,306,1,263.38,14.632222222222222,18,1,1
12894,484,484,1,157.35,7.492857142857143,21,1,1
12897,114,453,4,514.25,36.732142857142854,10,1,1
12898,373,569,2,296.21000000000004,10.970740740740743,27,1,1
12899,323,323,1,366.4,21.552941176470586,17,1,1
12900,331,331,1,340.33,26.179230769230767,13,1,1
12901,18,180,19,10540.51,117.11677777777778,29,1,0
12902,174,174,1,138.68,13.868,10,1,1
12903,338,338,1,833.53,20.33,41,1,1
12904,81,81,1,244.69,7.6465625,32,1,0
12905,486,591,2,1018.42,18.85962962962963,52,1,1
12907,305,403,2,508.91,20.3564,23,1,1
12908,85,539,5,1704.96,340.992,1,1,1
12909,111,563,6,2452.89,18.5825,98,1,0
12910,43,530,9,4208.38,42.94265306122449,53,1,0
12911,461,461,1,1651.72,6.998813559322034,220,1,1
12913,192,648,11,4666.0,81.85964912280701,31,1,0
12914,310,310,1,223.98,24.886666666666667,9,1,1
12915,58,498,4,975.1,16.25166666666667,46,1,1
12916,48,594,7,4479.73,26.044941860465112,82,1,1
12917,37,639,6,4359.2,87.184,45,1,1
12918,535,535,1,10953.5,10953.5,1,1,1
12919,26,79,3,441.65,27.603125,12,1,0
12920,480,634,3,323.86,10.120625,32,1,0
12921,7,647,61,28729.62,23.169048387096773,264,1,0
12922,70,70,1,405.38,14.477857142857143,28,1,1
12923,299,484,2,597.6,18.675,28,1,0
12924,107,640,11,2190.9700000000003,37.13508474576272,45,1,0
12925,502,502,1,35.28,7.056,5,1,0
12926,320,634,4,1523.97,5.816679389312977,202,1,1
12927,304,304,1,197.31,17.937272727272727,11,1,1
12928,57,459,10,3378.33,22.673355704697986,81,1,0
12929,221,221,1,117.85,14.73125,8,1,1
12930,80,80,1,221.56,15.825714285714286,14,1,0
